Game,Game Played,Date,Age,Year,Age(Y),Team,Home Away,Opp,WL,Started,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,PM
68,68,3/22/2013,28-082,2013,28,MIA,Home,DET,W (+14),1,39:53:00,12,15,0.8,1,1,1,4,6,0.667,1,7,8,8,2,1,3,1,29,30.2,14
69,69,3/24/2013,28-084,2013,28,MIA,Home,CHA,W (+32),1,34:10:00,11,14,0.786,0,1,0,10,11,0.909,0,8,8,10,3,3,4,0,32,36.7,22
70,70,3/25/2013,28-085,2013,28,MIA,Away,ORL,W (+14),1,38:45:00,9,16,0.563,0,0,,6,10,0.6,1,8,9,11,1,0,3,2,24,22.8,25
71,71,3/27/2013,28-087,2013,28,MIA,Away,CHI,L (-4),1,39:56:00,11,17,0.647,2,5,0.4,8,11,0.727,0,7,7,3,2,4,4,1,32,27.9,2
72,72,3/29/2013,28-089,2013,28,MIA,Away,NOH,W (+19),1,32:13:00,13,20,0.65,7,10,0.7,3,5,0.6,0,4,4,6,2,0,3,0,36,30.8,19
73,,3/31/2013,28-091,2013,28,MIA,Away,SAS,W (+2),,,,,,,,,,,,,,,,,,,,,,
74,,4/2/2013,28-093,2013,28,MIA,Home,NYK,L (-12),,,,,,,,,,,,,,,,,,,,,,
75,,4/5/2013,28-096,2013,28,MIA,Away,CHA,W (+10),,,,,,,,,,,,,,,,,,,,,,
76,73,4/6/2013,28-097,2013,28,MIA,Home,PHI,W (+19),1,29:42:00,12,17,0.706,1,2,0.5,2,2,1,0,4,4,5,1,0,1,1,27,24.2,22
77,74,4/9/2013,28-100,2013,28,MIA,Home,MIL,W (+11),1,30:04:00,11,16,0.688,0,1,0,6,6,1,1,6,7,7,2,1,3,0,28,28.3,21
78,,4/10/2013,28-101,2013,28,MIA,Away,WAS,W (+5),,,,,,,,,,,,,,,,,,,,,,
79,75,4/12/2013,28-103,2013,28,MIA,Home,BOS,W (+8),1,28:51:00,8,10,0.8,0,0,,4,4,1,1,5,6,9,0,0,1,1,20,23.3,6
80,76,4/14/2013,28-105,2013,28,MIA,Home,CHI,W (+12),1,34:51:00,7,12,0.583,1,1,1,9,12,0.75,0,7,7,6,1,0,3,2,24,20.7,8
81,,4/15/2013,28-106,2013,28,MIA,Away,CLE,W (+1),,,,,,,,,,,,,,,,,,,,,,
82,,4/17/2013,28-108,2013,28,MIA,Home,ORL,W (+12),,,,,,,,,,,,,,,,,,,,,,
1,1,10/29/2013,28-303,2013,28,MIA,Home,CHI,W (+12),1,38:01:00,5,11,0.455,0,1,0,7,9,0.778,0,6,6,8,1,0,2,0,17,16.9,8
2,2,10/30/2013,28-304,2013,28,MIA,Away,PHI,L (-4),1,36:38:00,9,17,0.529,4,7,0.571,3,4,0.75,0,4,4,13,0,0,4,3,25,21.4,-8
3,3,11/1/2013,28-306,2013,28,MIA,Away,BRK,L (-1),1,42:14:00,11,19,0.579,1,2,0.5,3,5,0.6,1,6,7,6,2,1,5,2,26,19.9,-3
4,4,11/3/2013,28-308,2013,28,MIA,Home,WAS,W (+10),1,34:41:00,9,14,0.643,3,5,0.6,4,5,0.8,0,3,3,5,1,0,6,2,25,17,16
5,5,11/5/2013,28-310,2013,28,MIA,Away,TOR,W (+9),1,36:01:00,13,20,0.65,1,3,0.333,8,8,1,2,6,8,8,0,1,1,2,35,33.9,3
6,6,11/7/2013,28-312,2013,28,MIA,Home,LAC,W (+5),1,37:09:00,6,13,0.462,1,3,0.333,5,9,0.556,0,5,5,6,1,0,4,4,18,10.8,-1
7,7,11/9/2013,28-314,2013,28,MIA,Home,BOS,L (-1),1,36:32:00,9,13,0.692,0,0,,7,9,0.778,1,7,8,10,0,0,5,1,25,23.1,5
8,8,11/12/2013,28-317,2013,28,MIA,Home,MIL,W (+23),1,29:58:00,13,21,0.619,4,7,0.571,3,6,0.5,0,3,3,2,0,0,3,0,33,21.6,14
9,9,11/15/2013,28-320,2013,28,MIA,Home,DAL,W (+6),1,36:58:00,14,18,0.778,1,1,1,10,11,0.909,0,6,6,4,1,0,6,0,39,31.2,0
10,10,11/16/2013,28-321,2013,28,MIA,Away,CHA,W (+16),1,31:55:00,13,18,0.722,0,0,,4,4,1,1,3,4,7,1,1,3,1,30,27.4,7
11,11,11/19/2013,28-324,2013,28,MIA,Home,ATL,W (+16),1,30:42:00,6,13,0.462,0,0,,1,3,0.333,2,4,6,5,1,0,3,0,13,9.6,14
12,12,11/20/2013,28-325,2013,28,MIA,Away,ORL,W (+28),1,29:05:00,5,11,0.455,0,2,0,11,11,1,1,5,6,7,1,1,4,0,21,20.1,23
13,13,11/23/2013,28-328,2013,28,MIA,Home,ORL,W (+2),1,37:35:00,7,13,0.538,3,6,0.5,5,7,0.714,0,9,9,7,3,0,3,0,22,22.5,7
14,14,11/25/2013,28-330,2013,28,MIA,Home,PHO,W (+15),1,33:21:00,11,14,0.786,2,4,0.5,11,11,1,0,5,5,4,1,1,4,0,35,31.6,1
15,15,11/27/2013,28-332,2013,28,MIA,Away,CLE,W (+11),1,37:06:00,9,19,0.474,1,3,0.333,9,11,0.818,0,8,8,8,3,0,1,3,28,26.3,0
16,16,11/29/2013,28-334,2013,28,MIA,Away,TOR,W (+7),1,36:27:00,10,17,0.588,3,5,0.6,4,6,0.667,1,5,6,3,1,1,3,2,27,20.5,3
17,17,12/1/2013,28-336,2013,28,MIA,Home,CHA,W (+1),1,38:16:00,8,13,0.615,1,3,0.333,9,10,0.9,0,5,5,4,1,1,3,0,26,22.7,-4
18,18,12/3/2013,28-338,2013,28,MIA,Home,DET,L (-10),1,36:58:00,8,15,0.533,2,5,0.4,5,8,0.625,3,2,5,6,2,1,6,2,23,17.3,-6
19,19,12/5/2013,28-340,2013,28,MIA,Away,CHI,L (-20),1,33:18:00,7,17,0.412,1,4,0.25,6,8,0.75,0,5,5,2,3,0,1,2,21,15.2,-21
20,20,12/7/2013,28-342,2013,28,MIA,Away,MIN,W (+21),1,30:34:00,9,12,0.75,0,0,,3,5,0.6,4,10,14,8,2,0,7,3,21,20.6,9
21,21,12/8/2013,28-343,2013,28,MIA,Away,DET,W (+15),1,35:01:00,10,15,0.667,0,2,0,4,5,0.8,1,6,7,9,2,0,6,2,24,21.1,18
22,22,12/10/2013,28-345,2013,28,MIA,Away,IND,L (-6),1,38:32:00,6,16,0.375,1,4,0.25,4,6,0.667,1,13,14,6,2,0,5,3,17,12,-2
23,23,12/14/2013,28-349,2013,28,MIA,Home,CLE,W (+7),1,40:37:00,9,12,0.75,0,2,0,7,10,0.7,2,7,9,9,4,0,2,2,25,30,6
24,24,12/16/2013,28-351,2013,28,MIA,Home,UTA,W (+23),1,33:49:00,13,17,0.765,0,1,0,4,5,0.8,1,8,9,9,1,0,3,1,30,29.9,24
25,25,12/18/2013,28-353,2013,28,MIA,Home,IND,W (+3),1,36:14:00,8,14,0.571,1,3,0.333,7,7,1,0,9,9,7,3,0,3,3,24,23.8,16
26,26,12/20/2013,28-355,2013,28,MIA,Home,SAC,W (+19),1,30:40:00,8,11,0.727,1,2,0.5,1,2,0.5,2,4,6,8,1,1,1,1,18,21.6,14
27,27,12/23/2013,28-358,2013,28,MIA,Home,ATL,W (+2),1,45:38:00,16,28,0.571,4,9,0.444,2,6,0.333,4,4,8,6,2,0,0,2,38,32.6,-4
28,28,12/25/2013,28-360,2013,28,MIA,Away,LAL,W (+6),1,35:48:00,7,14,0.5,0,4,0,5,9,0.556,0,8,8,4,0,0,2,2,19,12.8,0
29,29,12/27/2013,28-362,2013,28,MIA,Away,SAC,L (-5),1,43:43:00,12,23,0.522,4,9,0.444,5,6,0.833,0,8,8,8,0,0,2,3,33,26.1,-10
30,,12/28/2013,28-363,2013,28,MIA,Away,POR,W (+1),,,,,,,,,,,,,,,,,,,,,,
31,30,12/30/2013,29-000,2013,29,MIA,Away,DEN,W (+3),1,39:44:00,8,15,0.533,5,9,0.556,5,8,0.625,1,5,6,10,0,1,4,0,26,23.4,4
32,31,1/2/2014,29-003,2014,29,MIA,Home,GSW,L (-9),1,39:34:00,10,16,0.625,1,4,0.25,5,8,0.625,0,5,5,5,0,1,8,0,26,15.3,-11
33,32,1/4/2014,29-005,2014,29,MIA,Away,ORL,W (+16),1,35:55:00,5,13,0.385,0,1,0,5,8,0.625,1,7,8,8,1,0,3,1,15,12.7,17
34,33,1/5/2014,29-006,2014,29,MIA,Home,TOR,W (+5),1,37:47:00,12,18,0.667,0,0,,6,7,0.857,1,3,4,5,1,0,1,1,30,26.5,1
35,34,1/7/2014,29-008,2014,29,MIA,Home,NOP,W (+19),1,35:15:00,13,22,0.591,3,6,0.5,3,3,1,1,2,3,5,2,0,3,1,32,25.2,19
36,35,1/9/2014,29-010,2014,29,MIA,Away,NYK,L (-10),1,41:25:00,12,17,0.706,1,4,0.25,7,11,0.636,0,5,5,6,1,1,6,2,32,23.9,1
37,36,1/10/2014,29-011,2014,29,MIA,Away,BRK,L (-9),1,49:22:00,12,21,0.571,2,5,0.4,10,12,0.833,3,4,7,5,0,0,4,6,36,25.7,-1
38,37,1/15/2014,29-016,2014,29,MIA,Away,WAS,L (-17),1,41:04:00,8,18,0.444,0,4,0,9,10,0.9,2,6,8,7,2,0,4,1,25,20.9,-15
39,38,1/17/2014,29-018,2014,29,MIA,Away,PHI,W (+15),1,36:31:00,7,13,0.538,0,1,0,7,8,0.875,1,7,8,10,2,1,3,3,21,22.6,17
40,39,1/18/2014,29-019,2014,29,MIA,Away,CHA,W (+8),1,44:52:00,13,25,0.52,0,3,0,8,10,0.8,2,6,8,6,1,0,2,4,34,25.7,13
41,40,1/20/2014,29-021,2014,29,MIA,Away,ATL,L (-7),1,38:43:00,11,21,0.524,3,7,0.429,5,8,0.625,1,3,4,6,1,0,3,1,30,21.9,0
42,41,1/21/2014,29-022,2014,29,MIA,Home,BOS,W (+7),1,38:48:00,10,19,0.526,0,4,0,9,11,0.818,1,7,8,4,2,0,3,1,29,23.1,10
43,42,1/23/2014,29-024,2014,29,MIA,Home,LAL,W (+7),1,37:18:00,9,15,0.6,2,4,0.5,7,13,0.538,2,11,13,6,1,0,5,1,27,22.2,4
44,43,1/26/2014,29-027,2014,29,MIA,Home,SAS,W (+12),1,27:43:00,8,15,0.533,1,3,0.333,1,1,1,0,7,7,6,1,0,4,4,18,12.4,21
45,44,1/29/2014,29-030,2014,29,MIA,Home,OKC,L (-17),1,42:10:00,12,20,0.6,1,5,0.2,9,9,1,1,2,3,3,0,0,3,1,34,24.8,-17
46,45,2/1/2014,29-033,2014,29,MIA,Away,NYK,W (+15),1,39:06:00,13,22,0.591,1,3,0.333,3,6,0.5,1,7,8,7,6,0,2,3,30,29.1,14
47,46,2/3/2014,29-035,2014,29,MIA,Home,DET,W (+6),1,38:19:00,9,19,0.474,0,3,0,6,8,0.75,1,7,8,11,2,2,1,1,24,26,6
48,47,2/5/2014,29-037,2014,29,MIA,Away,LAC,W (+4),1,40:47:00,11,20,0.55,3,7,0.429,6,8,0.75,1,7,8,12,3,1,7,2,31,27.7,3
49,48,2/8/2014,29-040,2014,29,MIA,Away,UTA,L (-5),1,39:21:00,4,13,0.308,1,6,0.167,4,6,0.667,0,7,7,5,0,0,5,2,13,4.5,0
50,49,2/11/2014,29-043,2014,29,MIA,Away,PHO,W (+6),1,40:59:00,12,22,0.545,2,5,0.4,11,14,0.786,1,8,9,3,5,0,4,2,37,30.6,8
51,50,2/12/2014,29-044,2014,29,MIA,Away,GSW,W (+1),1,42:16:00,14,26,0.538,4,8,0.5,4,7,0.571,1,12,13,9,2,0,2,1,36,32.4,-2
52,51,2/18/2014,29-050,2014,29,MIA,Away,DAL,W (+11),1,38:28:00,16,23,0.696,4,8,0.5,6,8,0.75,2,7,9,6,2,0,3,2,42,37.4,19
53,52,2/20/2014,29-052,2014,29,MIA,Away,OKC,W (+22),1,33:24:00,15,22,0.682,1,5,0.2,2,5,0.4,1,6,7,3,4,0,8,1,33,22.6,9
54,,2/23/2014,29-055,2014,29,MIA,Home,CHI,W (+14),,,,,,,,,,,,,,,,,,,,,,
55,53,2/27/2014,29-059,2014,29,MIA,Home,NYK,W (+26),1,36:38:00,13,19,0.684,1,2,0.5,4,6,0.667,0,4,4,4,0,0,1,0,31,25.1,21
56,54,3/1/2014,29-061,2014,29,MIA,Home,ORL,W (+14),1,31:13:00,8,12,0.667,0,2,0,4,5,0.8,1,8,9,7,4,0,2,1,20,24,14
57,55,3/3/2014,29-063,2014,29,MIA,Home,CHA,W (+17),1,41:12:00,22,33,0.667,8,10,0.8,9,12,0.75,3,4,7,4,0,0,2,2,61,48.8,16
58,56,3/4/2014,29-064,2014,29,MIA,Away,HOU,L (-3),1,36:38:00,9,18,0.5,0,3,0,4,6,0.667,1,0,1,6,3,0,1,1,22,18.7,-15
59,57,3/6/2014,29-066,2014,29,MIA,Away,SAS,L (-24),1,38:04:00,6,18,0.333,0,3,0,7,9,0.778,3,5,8,7,2,0,5,5,19,11.5,-10
60,58,3/9/2014,29-069,2014,29,MIA,Away,CHI,L (-7),1,45:19:00,8,23,0.348,1,3,0.333,0,0,,1,8,9,8,3,1,4,1,17,12.1,6
61,59,3/10/2014,29-070,2014,29,MIA,Home,WAS,W (+9),1,36:45:00,10,15,0.667,3,4,0.75,0,0,,2,5,7,8,3,0,3,3,23,23.8,14
62,60,3/12/2014,29-072,2014,29,MIA,Home,BRK,L (-1),1,38:03:00,6,13,0.462,1,4,0.25,6,9,0.667,0,5,5,7,3,0,5,1,19,15.1,2
63,61,3/14/2014,29-074,2014,29,MIA,Home,DEN,L (-4),1,39:50:00,8,17,0.471,0,4,0,5,7,0.714,0,6,6,6,1,0,4,3,21,13.3,-8
64,62,3/16/2014,29-076,2014,29,MIA,Home,HOU,W (+9),1,42:52:00,8,17,0.471,1,3,0.333,7,8,0.875,0,5,5,6,2,0,5,3,24,16.4,11
65,63,3/18/2014,29-078,2014,29,MIA,Away,CLE,W (+4),1,41:40:00,14,19,0.737,6,8,0.75,9,13,0.692,0,6,6,4,2,3,0,1,43,42,11
66,,3/19/2014,29-079,2014,29,MIA,Away,BOS,L (-5),,,,,,,,,,,,,,,,,,,,,,
67,64,3/21/2014,29-081,2014,29,MIA,Home,MEM,W (+5),1,38:01:00,7,14,0.5,0,2,0,1,2,0.5,1,5,6,7,2,1,3,0,15,14.4,4
68,65,3/22/2014,29-082,2014,29,MIA,Away,NOP,L (-10),1,41:59:00,10,18,0.556,2,4,0.5,3,3,1,1,7,8,9,0,1,3,1,25,22.8,-6
69,66,3/24/2014,29-084,2014,29,MIA,Home,POR,W (+2),1,38:22:00,13,23,0.565,0,1,0,6,9,0.667,4,2,6,5,4,0,5,2,32,25,4
70,67,3/26/2014,29-086,2014,29,MIA,Away,IND,L (-1),1,43:24:00,11,19,0.579,2,6,0.333,14,15,0.933,0,8,8,5,0,0,6,3,38,27.4,2
71,68,3/28/2014,29-088,2014,29,MIA,Away,DET,W (+32),1,29:46:00,7,13,0.538,1,3,0.333,2,2,1,2,8,10,12,1,0,1,0,17,22.9,32
72,69,3/29/2014,29-089,2014,29,MIA,Away,MIL,W (+21),1,30:03:00,5,10,0.5,1,3,0.333,2,4,0.5,2,5,7,2,0,0,4,1,13,7.1,19
73,70,3/31/2014,29-091,2014,29,MIA,Home,TOR,W (+10),1,38:53:00,11,20,0.55,1,6,0.167,9,11,0.818,0,7,7,8,1,0,6,2,32,23.5,22
74,71,4/2/2014,29-093,2014,29,MIA,Home,MIL,W (+19),1,29:21:00,7,12,0.583,1,3,0.333,2,5,0.4,0,4,4,8,1,1,2,0,17,16.7,18
75,72,4/4/2014,29-095,2014,29,MIA,Home,MIN,L (-1),1,47:57:00,12,24,0.5,2,4,0.5,8,10,0.8,2,6,8,5,4,1,4,5,34,26.6,7
76,73,4/6/2014,29-097,2014,29,MIA,Home,NYK,W (+11),1,42:47:00,13,22,0.591,3,7,0.429,9,12,0.75,0,5,5,6,1,0,5,0,38,28.3,2
77,74,4/8/2014,29-099,2014,29,MIA,Home,BRK,L (-1),1,37:08:00,9,16,0.563,0,3,0,11,14,0.786,1,9,10,6,2,0,3,0,29,26.8,-2
78,75,4/9/2014,29-100,2014,29,MIA,Away,MEM,L (-5),1,41:22:00,14,23,0.609,3,5,0.6,6,7,0.857,1,5,6,5,2,0,5,1,37,28.4,-8
79,76,4/11/2014,29-102,2014,29,MIA,Home,IND,W (+12),1,34:52:00,11,20,0.55,2,4,0.5,12,13,0.923,1,5,6,1,1,1,2,1,36,28.2,13
80,77,4/12/2014,29-103,2014,29,MIA,Away,ATL,L (-13),1,37:21:00,10,22,0.455,3,7,0.429,4,8,0.5,3,5,8,5,0,1,3,2,27,18,-13
81,,4/14/2014,29-105,2014,29,MIA,Away,WAS,L (-21),,,,,,,,,,,,,,,,,,,,,,
82,,4/16/2014,29-107,2014,29,MIA,Home,PHI,L (-13),,,,,,,,,,,,,,,,,,,,,,
1,1,10/30/2014,29-304,2014,29,CLE,Home,NYK,L (-5),1,43:14:00,5,15,0.333,1,5,0.2,6,7,0.857,0,5,5,4,0,0,8,3,17,3.2,-13
2,2,10/31/2014,29-305,2014,29,CLE,Away,CHI,W (+6),1,41:40:00,14,30,0.467,1,3,0.333,7,9,0.778,1,7,8,5,4,1,3,1,36,27.4,-3
3,3,11/4/2014,29-309,2014,29,CLE,Away,POR,L (-19),1,34:56:00,4,12,0.333,2,4,0.5,1,1,1,1,6,7,7,1,0,3,2,11,8.8,-15
4,4,11/5/2014,29-310,2014,29,CLE,Away,UTA,L (-2),1,42:02:00,8,18,0.444,3,5,0.6,12,12,1,0,3,3,4,3,0,4,2,31,23.5,3
5,5,11/7/2014,29-312,2014,29,CLE,Away,DEN,W (+9),1,39:38:00,8,18,0.444,1,5,0.2,5,6,0.833,0,7,7,11,1,1,3,1,22,20.3,14
6,6,11/10/2014,29-315,2014,29,CLE,Home,NOP,W (+7),1,40:26:00,9,17,0.529,1,3,0.333,13,17,0.765,2,9,11,9,1,1,4,1,32,29.8,15
7,7,11/14/2014,29-319,2014,29,CLE,Away,BOS,W (+1),1,40:51:00,16,27,0.593,3,8,0.375,6,9,0.667,0,4,4,7,0,1,3,4,41,29.5,10
8,8,11/15/2014,29-320,2014,29,CLE,Home,ATL,W (+33),1,28:54:00,13,20,0.65,4,5,0.8,2,4,0.5,2,4,6,7,0,1,3,1,32,27.2,14
9,9,11/17/2014,29-322,2014,29,CLE,Home,DEN,L (-9),1,40:34:00,8,18,0.444,1,4,0.25,5,7,0.714,0,9,9,5,0,2,4,2,22,14.6,-13
10,10,11/19/2014,29-324,2014,29,CLE,Home,SAS,L (-2),1,34:06:00,6,17,0.353,2,3,0.667,1,1,1,3,3,6,9,1,1,5,3,15,10.3,-3
11,11,11/21/2014,29-326,2014,29,CLE,Away,WAS,L (-13),1,39:02:00,8,21,0.381,2,7,0.286,4,7,0.571,3,1,4,4,1,1,3,0,22,13.2,-13
12,12,11/22/2014,29-327,2014,29,CLE,Home,TOR,L (-17),1,37:17:00,6,12,0.5,1,4,0.25,2,3,0.667,0,1,1,10,1,1,5,2,15,11.8,-8
13,13,11/24/2014,29-329,2014,29,CLE,Home,ORL,W (+32),1,31:00:00,9,17,0.529,2,4,0.5,9,11,0.818,1,3,4,11,3,0,1,0,29,31.2,19
14,14,11/26/2014,29-331,2014,29,CLE,Home,WAS,W (+26),1,36:05:00,7,14,0.5,1,5,0.2,14,17,0.824,1,9,10,8,3,0,4,3,29,27.6,24
15,15,11/29/2014,29-334,2014,29,CLE,Home,IND,W (+12),1,31:44:00,9,18,0.5,0,1,0,1,2,0.5,0,2,2,7,1,0,3,1,19,12.7,14
16,16,12/2/2014,29-337,2014,29,CLE,Home,MIL,W (+3),1,41:05:00,6,15,0.4,0,4,0,14,21,0.667,1,4,5,10,0,0,7,1,26,16.6,16
17,17,12/4/2014,29-339,2014,29,CLE,Away,NYK,W (+3),1,39:31:00,7,17,0.412,1,6,0.167,4,7,0.571,1,4,5,12,2,0,4,2,19,16.2,12
18,18,12/5/2014,29-340,2014,29,CLE,Away,TOR,W (+14),1,42:27:00,9,18,0.5,2,4,0.5,4,6,0.667,0,7,7,13,3,1,4,2,24,24.3,11
19,19,12/8/2014,29-343,2014,29,CLE,Away,BRK,W (+22),1,33:54:00,8,17,0.471,1,3,0.333,1,2,0.5,0,4,4,7,3,0,3,2,18,14.2,20
20,20,12/9/2014,29-344,2014,29,CLE,Home,TOR,W (+4),1,41:53:00,12,21,0.571,2,5,0.4,9,9,1,1,1,2,4,2,2,2,1,35,29.9,7
21,,12/11/2014,29-346,2014,29,CLE,Away,OKC,L (-9),,,,,,,,,,,,,,,,,,,,,,
22,21,12/12/2014,29-347,2014,29,CLE,Away,NOP,L (-5),1,37:37:00,17,24,0.708,2,2,1,5,8,0.625,0,5,5,5,0,1,2,1,41,33.1,-3
23,22,12/15/2014,29-350,2014,29,CLE,Home,CHO,W (+9),1,40:18:00,11,19,0.579,2,3,0.667,3,4,0.75,0,7,7,14,1,3,5,2,27,26.9,16
24,23,12/17/2014,29-352,2014,29,CLE,Home,ATL,L (-29),1,29:02:00,8,16,0.5,0,2,0,5,7,0.714,0,3,3,2,2,0,2,0,21,14.5,-18
25,24,12/19/2014,29-354,2014,29,CLE,Home,BRK,W (+4),1,39:56:00,7,18,0.389,2,4,0.5,6,8,0.75,1,3,4,9,2,0,4,4,22,15.7,-5
26,25,12/21/2014,29-356,2014,29,CLE,Home,MEM,W (+14),1,37:33:00,9,15,0.6,3,5,0.6,4,6,0.667,0,1,1,11,0,1,5,1,25,20.6,8
27,26,12/23/2014,29-358,2014,29,CLE,Home,MIN,W (+21),1,34:38:00,8,16,0.5,4,7,0.571,4,5,0.8,0,4,4,3,1,3,2,3,24,18.8,22
28,27,12/25/2014,29-360,2014,29,CLE,Away,MIA,L (-10),1,40:02:00,9,16,0.563,2,8,0.25,10,18,0.556,0,4,4,8,0,0,4,1,30,21.6,-9
29,28,12/26/2014,29-361,2014,29,CLE,Away,ORL,W (+9),1,36:56:00,10,20,0.5,0,5,0,9,11,0.818,0,5,5,8,2,2,4,1,29,24.3,7
30,29,12/28/2014,29-363,2014,29,CLE,Home,DET,L (-23),1,31:51:00,5,19,0.263,2,6,0.333,5,5,1,1,9,10,7,1,0,7,3,17,6.8,-17
31,,12/30/2014,30-000,2014,30,CLE,Away,ATL,L (-8),,,,,,,,,,,,,,,,,,,,,,
32,,12/31/2014,30-001,2014,30,CLE,Home,MIL,L (-16),,,,,,,,,,,,,,,,,,,,,,
33,,1/2/2015,30-003,2015,30,CLE,Away,CHO,W (+4),,,,,,,,,,,,,,,,,,,,,,
34,,1/4/2015,30-005,2015,30,CLE,Home,DAL,L (-19),,,,,,,,,,,,,,,,,,,,,,
35,,1/5/2015,30-006,2015,30,CLE,Away,PHI,L (-3),,,,,,,,,,,,,,,,,,,,,,
36,,1/7/2015,30-008,2015,30,CLE,Home,HOU,L (-12),,,,,,,,,,,,,,,,,,,,,,
37,,1/9/2015,30-010,2015,30,CLE,Away,GSW,L (-18),,,,,,,,,,,,,,,,,,,,,,
38,,1/11/2015,30-012,2015,30,CLE,Away,SAC,L (-19),,,,,,,,,,,,,,,,,,,,,,
39,30,1/13/2015,30-014,2015,30,CLE,Away,PHO,L (-7),1,36:41:00,11,18,0.611,3,8,0.375,8,13,0.615,1,6,7,5,1,0,5,3,33,23.6,4
40,31,1/15/2015,30-016,2015,30,CLE,Away,LAL,W (+7),1,38:02:00,12,23,0.522,4,9,0.444,8,13,0.615,1,3,4,5,2,0,1,2,36,28,15
41,32,1/16/2015,30-017,2015,30,CLE,Away,LAC,W (+5),1,42:29:00,11,23,0.478,3,8,0.375,7,12,0.583,0,11,11,7,3,0,9,4,32,18.9,8
42,33,1/19/2015,30-020,2015,30,CLE,Home,CHI,W (+14),1,36:16:00,12,23,0.522,0,3,0,2,3,0.667,1,4,5,4,0,0,6,4,26,11.4,16
43,34,1/21/2015,30-022,2015,30,CLE,Home,UTA,W (+14),1,35:45:00,8,16,0.5,0,2,0,10,14,0.714,2,5,7,9,4,0,7,0,26,22.6,14
44,35,1/23/2015,30-024,2015,30,CLE,Home,CHO,W (+39),1,26:37:00,9,15,0.6,2,4,0.5,5,6,0.833,1,5,6,9,4,1,2,1,25,28.5,32
45,36,1/25/2015,30-026,2015,30,CLE,Home,OKC,W (+10),1,38:35:00,11,25,0.44,2,6,0.333,10,13,0.769,0,7,7,5,1,2,2,1,34,25.3,5
46,37,1/27/2015,30-028,2015,30,CLE,Away,DET,W (+8),1,35:56:00,11,24,0.458,0,4,0,10,11,0.909,0,6,6,7,1,0,4,3,32,21.7,0
47,,1/28/2015,30-029,2015,30,CLE,Home,POR,W (+5),,,,,,,,,,,,,,,,,,,,,,
48,38,1/30/2015,30-031,2015,30,CLE,Home,SAC,W (+11),1,33:04:00,7,16,0.438,1,4,0.25,4,6,0.667,0,3,3,7,4,2,6,1,19,14.6,13
49,39,1/31/2015,30-032,2015,30,CLE,Away,MIN,W (+16),1,39:45:00,14,25,0.56,3,8,0.375,5,8,0.625,3,3,6,5,0,1,2,1,36,27.7,25
50,40,2/2/2015,30-034,2015,30,CLE,Home,PHI,W (+13),1,35:51:00,6,17,0.353,1,4,0.25,5,6,0.833,0,3,3,11,2,0,6,2,18,11.9,19
51,41,2/5/2015,30-037,2015,30,CLE,Home,LAC,W (+11),1,27:47:00,8,14,0.571,1,2,0.5,6,7,0.857,0,3,3,9,1,0,2,0,23,22.2,27
52,42,2/6/2015,30-038,2015,30,CLE,Away,IND,L (-4),1,38:34:00,10,21,0.476,0,4,0,5,8,0.625,0,6,6,5,2,1,7,3,25,12.9,-3
53,43,2/8/2015,30-040,2015,30,CLE,Home,LAL,W (+15),1,30:11:00,8,16,0.5,2,7,0.286,4,5,0.8,2,8,10,8,1,0,6,2,22,17.2,15
54,44,2/11/2015,30-043,2015,30,CLE,Home,MIA,W (+20),1,31:27:00,6,16,0.375,0,4,0,6,7,0.857,0,9,9,7,1,0,5,2,18,11.6,19
55,45,2/12/2015,30-044,2015,30,CLE,Away,CHI,L (-15),1,34:14:00,12,26,0.462,2,9,0.222,5,6,0.833,0,5,5,4,0,0,8,3,31,12.3,-27
56,46,2/20/2015,30-052,2015,30,CLE,Away,WAS,W (+38),1,25:07:00,12,21,0.571,3,5,0.6,1,3,0.333,0,5,5,6,1,0,2,3,28,20.8,30
57,47,2/22/2015,30-054,2015,30,CLE,Away,NYK,W (+18),1,27:55:00,7,17,0.412,1,6,0.167,3,5,0.6,0,7,7,7,2,0,4,2,18,12.3,14
58,48,2/24/2015,30-056,2015,30,CLE,Away,DET,W (+9),1,39:03:00,6,14,0.429,1,5,0.2,6,10,0.6,0,7,7,11,3,1,9,3,19,13.3,27
59,49,2/26/2015,30-058,2015,30,CLE,Home,GSW,W (+11),1,36:12:00,15,25,0.6,4,9,0.444,8,11,0.727,1,10,11,5,3,1,6,5,42,32.2,9
60,,2/27/2015,30-059,2015,30,CLE,Away,IND,L (-7),,,,,,,,,,,,,,,,,,,,,,
61,50,3/1/2015,30-061,2015,30,CLE,Away,HOU,L (-2),1,42:06:00,15,35,0.429,4,12,0.333,3,11,0.273,2,6,8,4,3,3,4,4,37,20.8,-8
62,51,3/3/2015,30-063,2015,30,CLE,Home,BOS,W (+31),1,25:35:00,12,23,0.522,0,1,0,3,3,1,1,2,3,5,3,1,1,0,27,23.2,35
63,52,3/4/2015,30-064,2015,30,CLE,Away,TOR,W (+8),1,37:27:00,9,16,0.563,3,6,0.5,8,13,0.615,1,5,6,14,0,0,3,2,29,27.6,6
